"ï..rev_type","calendar_year","agency","sub_type","sub_type_name","amount"
"Voluntary non-core (earmarked) contributions",2018,"UNEP","R03E","Project/ programme specific contributions",260545625
"Voluntary non-core (earmarked) contributions",2018,"UNESCO","R03A","UN Inter-agency pooled funds",4567564
"Voluntary non-core (earmarked) contributions",2018,"UNESCO","R03C","Revenue from global vertical funds",6101410
"Voluntary non-core (earmarked) contributions",2018,"UNESCO","R03D","Local resources",28054589
"Voluntary non-core (earmarked) contributions",2018,"UNESCO","R03E","Project/ programme specific contributions",246286911
"Voluntary non-core (earmarked) contributions",2018,"UNESCO","R03F","In-kind earmarked contributions",11724485
"Voluntary non-core (earmarked) contributions",2018,"UNFCCC","R03E","Project/ programme specific contributions",45975985
"Voluntary non-core (earmarked) contributions",2018,"UNFPA","R03A","UN Inter-agency pooled funds",144301322
"Voluntary non-core (earmarked) contributions",2018,"UNFPA","R03B","Single-agency thematic funds",207503021
"Voluntary non-core (earmarked) contributions",2018,"UNFPA","R03D","Local resources",70442273
"Voluntary non-core (earmarked) contributions",2018,"UNFPA","R03E","Project/ programme specific contributions",454144126
"Voluntary non-core (earmarked) contributions",2018,"UNFPA","R03F","In-kind earmarked contributions",379181
"Voluntary non-core (earmarked) contributions",2018,"UNHABITAT","R03A","UN Inter-agency pooled funds",6676899.66
"Voluntary non-core (earmarked) contributions",2018,"UNHABITAT","R03B","Single-agency thematic funds",5576633.05
"Voluntary non-core (earmarked) contributions",2018,"UNHABITAT","R03D","Local resources",9901270.73
"Voluntary non-core (earmarked) contributions",2018,"UNHABITAT","R03E","Project/ programme specific contributions",131416306
"Voluntary non-core (earmarked) contributions",2018,"UNHCR","R03A","UN Inter-agency pooled funds",91492444.49
"Voluntary non-core (earmarked) contributions",2018,"UNHCR","R03B","Single-agency thematic funds",36749257.27
"Voluntary non-core (earmarked) contributions",2018,"UNHCR","R03C","Revenue from global vertical funds",3718994
"Voluntary non-core (earmarked) contributions",2018,"UNHCR","R03E","Project/ programme specific contributions",3445662407
"Voluntary non-core (earmarked) contributions",2018,"UNHCR","R03F","In-kind earmarked contributions",36184409.14
"Voluntary non-core (earmarked) contributions",2018,"UNICEF","R03A","UN Inter-agency pooled funds",298183083
"Voluntary non-core (earmarked) contributions",2018,"UNICEF","R03B","Single-agency thematic funds",505193767
"Voluntary non-core (earmarked) contributions",2018,"UNICEF","R03C","Revenue from global vertical funds",256277366
"Voluntary non-core (earmarked) contributions",2018,"UNICEF","R03D","Local resources",196376223
"Voluntary non-core (earmarked) contributions",2018,"UNICEF","R03E","Project/ programme specific contributions",3558372654
"Voluntary non-core (earmarked) contributions",2018,"UNICEF","R03F","In-kind earmarked contributions",52889949
"Voluntary non-core (earmarked) contributions",2018,"UNIDO","R03A","UN Inter-agency pooled funds",1042585.03
"Voluntary non-core (earmarked) contributions",2018,"UNIDO","R03B","Single-agency thematic funds",4082577.2
"Voluntary non-core (earmarked) contributions",2018,"UNIDO","R03C","Revenue from global vertical funds",63834874.93
"Voluntary non-core (earmarked) contributions",2018,"UNIDO","R03E","Project/ programme specific contributions",23392056.91
"Voluntary non-core (earmarked) contributions",2018,"UNITAID","R03C","Revenue from global vertical funds",2426000
"Voluntary non-core (earmarked) contributions",2018,"UNITAID","R03E","Project/ programme specific contributions",100000
"Voluntary non-core (earmarked) contributions",2018,"UNITAR","R03A","UN Inter-agency pooled funds",952411
"Voluntary non-core (earmarked) contributions",2018,"UNITAR","R03E","Project/ programme specific contributions",17697219.56
"Voluntary non-core (earmarked) contributions",2018,"UNITAR","R03F","In-kind earmarked contributions",1002408.81
"Voluntary non-core (earmarked) contributions",2018,"UNODC","R03A","UN Inter-agency pooled funds",1591000
"Voluntary non-core (earmarked) contributions",2018,"UNODC","R03B","Single-agency thematic funds",20112000
"Voluntary non-core (earmarked) contributions",2018,"UNODC","R03D","Local resources",49428000
"Voluntary non-core (earmarked) contributions",2018,"UNODC","R03E","Project/ programme specific contributions",277660000
"Voluntary non-core (earmarked) contributions",2018,"UNODC","R03F","In-kind earmarked contributions",1190000
"Voluntary non-core (earmarked) contributions",2018,"UNRWA","R03A","UN Inter-agency pooled funds",15005129
"Voluntary non-core (earmarked) contributions",2018,"UNRWA","R03E","Project/ programme specific contributions",389591369
"Voluntary non-core (earmarked) contributions",2018,"UNRWA","R03F","In-kind earmarked contributions",26595161
"Voluntary non-core (earmarked) contributions",2018,"UNSSC","R03E","Project/ programme specific contributions",6692130
"Voluntary non-core (earmarked) contributions",2018,"UNU","R03E","Project/ programme specific contributions",17490543
"Voluntary non-core (earmarked) contributions",2018,"UNWOMEN","R03A","UN Inter-agency pooled funds",32942062.29
"Voluntary non-core (earmarked) contributions",2018,"UNWOMEN","R03B","Single-agency thematic funds",16671619.83
"Voluntary non-core (earmarked) contributions",2018,"UNWOMEN","R03D","Local resources",1031268.65
"Voluntary non-core (earmarked) contributions",2018,"UNWOMEN","R03E","Project/ programme specific contributions",184618835.3
"Voluntary non-core (earmarked) contributions",2018,"UNWTO","R03A","UN Inter-agency pooled funds",729546.22
"Voluntary non-core (earmarked) contributions",2018,"UNWTO","R03E","Project/ programme specific contributions",3364934.25
"Voluntary non-core (earmarked) contributions",2018,"UNWTO","R03F","In-kind earmarked contributions",2279199.98
"Voluntary non-core (earmarked) contributions",2018,"UPU","R03E","Project/ programme specific contributions",18308343.47
"Voluntary non-core (earmarked) contributions",2018,"WFP","R03A","UN Inter-agency pooled funds",721725366.5
"Voluntary non-core (earmarked) contributions",2018,"WFP","R03C","Revenue from global vertical funds",45236234.38
"Voluntary non-core (earmarked) contributions",2018,"WFP","R03D","Local resources",119757882.1
"Voluntary non-core (earmarked) contributions",2018,"WFP","R03E","Project/ programme specific contributions",5529933706
"Voluntary non-core (earmarked) contributions",2018,"WFP","R03F","In-kind earmarked contributions",465407105.4
"Voluntary non-core (earmarked) contributions",2018,"WHO","R03A","UN Inter-agency pooled funds",204634645
"Voluntary non-core (earmarked) contributions",2018,"WHO","R03B","Single-agency thematic funds",210682015
"Voluntary non-core (earmarked) contributions",2018,"WHO","R03C","Revenue from global vertical funds",173315560
"Voluntary non-core (earmarked) contributions",2018,"WHO","R03D","Local resources",42148082
"Voluntary non-core (earmarked) contributions",2018,"WHO","R03E","Project/ programme specific contributions",1574846763
"Voluntary non-core (earmarked) contributions",2018,"WHO","R03F","In-kind earmarked contributions",58642256
"Voluntary non-core (earmarked) contributions",2018,"WIPO","R03E","Project/ programme specific contributions",11758040.84
"Voluntary non-core (earmarked) contributions",2018,"WMO","R03D","Local resources",96291.14
"Voluntary non-core (earmarked) contributions",2018,"WMO","R03E","Project/ programme specific contributions",18198622.81
"Voluntary non-core (earmarked) contributions",2019,"CTBTO","R03E","Project/ programme specific contributions",5324221
"Voluntary non-core (earmarked) contributions",2019,"CTBTO","R03F","In-kind earmarked contributions",1428532
"Voluntary non-core (earmarked) contributions",2019,"DPKO","R03E","Project/ programme specific contributions",24388082.28
"Voluntary non-core (earmarked) contributions",2019,"DPKO","R03F","In-kind earmarked contributions",331302850.1
"Voluntary non-core (earmarked) contributions",2019,"FAO","R03A","UN Inter-agency pooled funds",62440195.06
"Voluntary non-core (earmarked) contributions",2019,"FAO","R03B","Single-agency thematic funds",107578605.1
"Voluntary non-core (earmarked) contributions",2019,"FAO","R03C","Revenue from global vertical funds",94880377.14
"Voluntary non-core (earmarked) contributions",2019,"FAO","R03D","Local resources",96253955.25
"Voluntary non-core (earmarked) contributions",2019,"FAO","R03E","Project/ programme specific contributions",746812263.2
"Voluntary non-core (earmarked) contributions",2019,"IAEA","R03E","Project/ programme specific contributions",213296350.9
"Voluntary non-core (earmarked) contributions",2019,"IAEA","R03F","In-kind earmarked contributions",12499114.74
"Voluntary non-core (earmarked) contributions",2019,"IARC","R03E","Project/ programme specific contributions",16084530.13
"Voluntary non-core (earmarked) contributions",2019,"ICAO","R03D","Local resources",105555112.3
"Voluntary non-core (earmarked) contributions",2019,"ICAO","R03E","Project/ programme specific contributions",12613210.08
"Voluntary non-core (earmarked) contributions",2019,"ICC","R03E","Project/ programme specific contributions",2230231.03
"Voluntary non-core (earmarked) contributions",2019,"IFAD","R03B","Single-agency thematic funds",1390000
"Voluntary non-core (earmarked) contributions",2019,"IFAD","R03C","Revenue from global vertical funds",40260000
"Voluntary non-core (earmarked) contributions",2019,"IFAD","R03D","Local resources",7973000
"Voluntary non-core (earmarked) contributions",2019,"IFAD","R03E","Project/ programme specific contributions",84116000
"Voluntary non-core (earmarked) contributions",2019,"ILO","R03A","UN Inter-agency pooled funds",9347346.34
"Voluntary non-core (earmarked) contributions",2019,"ILO","R03B","Single-agency thematic funds",14520230.49
"Voluntary non-core (earmarked) contributions",2019,"ILO","R03C","Revenue from global vertical funds",14408941.18
"Voluntary non-core (earmarked) contributions",2019,"ILO","R03D","Local resources",17851261.74
"Voluntary non-core (earmarked) contributions",2019,"ILO","R03E","Project/ programme specific contributions",232184846.6
"Voluntary non-core (earmarked) contributions",2019,"ILO","R03F","In-kind earmarked contributions",5929776.22
"Voluntary non-core (earmarked) contributions",2019,"IMO","R03A","UN Inter-agency pooled funds",1577871.56
"Voluntary non-core (earmarked) contributions",2019,"IMO","R03B","Single-agency thematic funds",1118754.92
"Voluntary non-core (earmarked) contributions",2019,"IMO","R03E","Project/ programme specific contributions",12298542.6
"Voluntary non-core (earmarked) contributions",2019,"IOM","R03A","UN Inter-agency pooled funds",84396113.8
"Voluntary non-core (earmarked) contributions",2019,"IOM","R03C","Revenue from global vertical funds",12354832.86
"Voluntary non-core (earmarked) contributions",2019,"IOM","R03D","Local resources",78447539.68
"Voluntary non-core (earmarked) contributions",2019,"IOM","R03E","Project/ programme specific contributions",1781159334
"Voluntary non-core (earmarked) contributions",2019,"IOM","R03F","In-kind earmarked contributions",5773273.41
"Voluntary non-core (earmarked) contributions",2019,"ITC","R03A","UN Inter-agency pooled funds",2884000
"Voluntary non-core (earmarked) contributions",2019,"ITC","R03E","Project/ programme specific contributions",72537000
"Voluntary non-core (earmarked) contributions",2019,"ITC","R03F","In-kind earmarked contributions",2817000
"Voluntary non-core (earmarked) contributions",2019,"ITLOS","R03E","Project/ programme specific contributions",252578.13
"Voluntary non-core (earmarked) contributions",2019,"ITU","R03E","Project/ programme specific contributions",14396905.78
"Voluntary non-core (earmarked) contributions",2019,"ITU","R03F","In-kind earmarked contributions",3117866.67
"Voluntary non-core (earmarked) contributions",2019,"OPCW","R03E","Project/ programme specific contributions",17389079.24
"Voluntary non-core (earmarked) contributions",2019,"PAHO","R03D","Local resources",101211865
"Voluntary non-core (earmarked) contributions",2019,"PAHO","R03E","Project/ programme specific contributions",21570472
"Voluntary non-core (earmarked) contributions",2019,"UN","R03A","UN Inter-agency pooled funds",794964971.87
"Voluntary non-core (earmarked) contributions",2019,"UN","R03B","Single-agency thematic funds",79231768.6
"Voluntary non-core (earmarked) contributions",2019,"UN","R03E","Project/ programme specific contributions",1639315544.93
"Voluntary non-core (earmarked) contributions",2019,"UN","R03F","In-kind earmarked contributions",93678994.21
"Voluntary non-core (earmarked) contributions",2019,"UNAIDS","R03E","Project/ programme specific contributions",41906057
"Voluntary non-core (earmarked) contributions",2019,"UNAIDS","R03F","In-kind earmarked contributions",2051822
"Voluntary non-core (earmarked) contributions",2019,"UNCDF","R03A","UN Inter-agency pooled funds",20307119.49
"Voluntary non-core (earmarked) contributions",2019,"UNCDF","R03B","Single-agency thematic funds",40438036.73
"Voluntary non-core (earmarked) contributions",2019,"UNCDF","R03D","Local resources",32028419.39
"Voluntary non-core (earmarked) contributions",2019,"UNCDF","R03E","Project/ programme specific contributions",43709031.33
"Voluntary non-core (earmarked) contributions",2019,"UNCDF","R03F","In-kind earmarked contributions",855866
"Voluntary non-core (earmarked) contributions",2019,"UNDP","R03A","UN Inter-agency pooled funds",571540051.4
"Voluntary non-core (earmarked) contributions",2019,"UNDP","R03B","Single-agency thematic funds",122090928.1
"Voluntary non-core (earmarked) contributions",2019,"UNDP","R03C","Revenue from global vertical funds",343366265.3
"Voluntary non-core (earmarked) contributions",2019,"UNDP","R03D","Local resources",831148355
"Voluntary non-core (earmarked) contributions",2019,"UNDP","R03E","Project/ programme specific contributions",1910692820
"Voluntary non-core (earmarked) contributions",2019,"UNDP","R03F","In-kind earmarked contributions",85176.26
"Voluntary non-core (earmarked) contributions",2019,"UNEP","R03A","UN Inter-agency pooled funds",122631905.63
"Voluntary non-core (earmarked) contributions",2019,"UNEP","R03C","Revenue from global vertical funds",29913904.09
"Voluntary non-core (earmarked) contributions",2019,"UNEP","R03E","Project/ programme specific contributions",328608220.62
"Voluntary non-core (earmarked) contributions",2019,"UNESCO","R03A","UN Inter-agency pooled funds",6726224
"Voluntary non-core (earmarked) contributions",2019,"UNESCO","R03C","Revenue from global vertical funds",12859289
"Voluntary non-core (earmarked) contributions",2019,"UNESCO","R03D","Local resources",15024433
"Voluntary non-core (earmarked) contributions",2019,"UNESCO","R03E","Project/ programme specific contributions",300528969
"Voluntary non-core (earmarked) contributions",2019,"UNESCO","R03F","In-kind earmarked contributions",12767933
"Voluntary non-core (earmarked) contributions",2019,"UNFCCC","R03E","Project/ programme specific contributions",35486159
"Voluntary non-core (earmarked) contributions",2019,"UNFPA","R03A","UN Inter-agency pooled funds",226755060.5
"Voluntary non-core (earmarked) contributions",2019,"UNFPA","R03B","Single-agency thematic funds",246414477.6
"Voluntary non-core (earmarked) contributions",2019,"UNFPA","R03D","Local resources",73159022.02
"Voluntary non-core (earmarked) contributions",2019,"UNFPA","R03E","Project/ programme specific contributions",445346565.7
"Voluntary non-core (earmarked) contributions",2019,"UNFPA","R03F","In-kind earmarked contributions",-613198.26
"Voluntary non-core (earmarked) contributions",2019,"UNHABITAT","R03A","UN Inter-agency pooled funds",47304983.76
"Voluntary non-core (earmarked) contributions",2019,"UNHABITAT","R03D","Local resources",4438375.84
"Voluntary non-core (earmarked) contributions",2019,"UNHABITAT","R03E","Project/ programme specific contributions",88761175.92
"Voluntary non-core (earmarked) contributions",2019,"UNHCR","R03A","UN Inter-agency pooled funds",72562551
"Voluntary non-core (earmarked) contributions",2019,"UNHCR","R03B","Single-agency thematic funds",36409645
"Voluntary non-core (earmarked) contributions",2019,"UNHCR","R03C","Revenue from global vertical funds",8381480
"Voluntary non-core (earmarked) contributions",2019,"UNHCR","R03E","Project/ programme specific contributions",3231583478
"Voluntary non-core (earmarked) contributions",2019,"UNHCR","R03F","In-kind earmarked contributions",31741539
"Voluntary non-core (earmarked) contributions",2019,"UNICEF","R03A","UN Inter-agency pooled funds",354163326
"Voluntary non-core (earmarked) contributions",2019,"UNICEF","R03B","Single-agency thematic funds",297462752
"Voluntary non-core (earmarked) contributions",2019,"UNICEF","R03C","Revenue from global vertical funds",220886144
"Voluntary non-core (earmarked) contributions",2019,"UNICEF","R03D","Local resources",274909775
"Voluntary non-core (earmarked) contributions",2019,"UNICEF","R03E","Project/ programme specific contributions",3835082770
"Voluntary non-core (earmarked) contributions",2019,"UNICEF","R03F","In-kind earmarked contributions",48500791
"Voluntary non-core (earmarked) contributions",2019,"UNIDO","R03A","UN Inter-agency pooled funds",1368245.57
"Voluntary non-core (earmarked) contributions",2019,"UNIDO","R03B","Single-agency thematic funds",6094188.7
"Voluntary non-core (earmarked) contributions",2019,"UNIDO","R03C","Revenue from global vertical funds",51314991.91
"Voluntary non-core (earmarked) contributions",2019,"UNIDO","R03E","Project/ programme specific contributions",105775719.4
"Voluntary non-core (earmarked) contributions",2019,"UNITAID","R03C","Revenue from global vertical funds",18723000
"Voluntary non-core (earmarked) contributions",2019,"UNITAID","R03E","Project/ programme specific contributions",-5000
"Voluntary non-core (earmarked) contributions",2019,"UNITAR","R03A","UN Inter-agency pooled funds",687261
"Voluntary non-core (earmarked) contributions",2019,"UNITAR","R03E","Project/ programme specific contributions",33082929.12
"Voluntary non-core (earmarked) contributions",2019,"UNITAR","R03F","In-kind earmarked contributions",3196284.47
"Voluntary non-core (earmarked) contributions",2019,"UNODC","R03A","UN Inter-agency pooled funds",5436000
"Voluntary non-core (earmarked) contributions",2019,"UNODC","R03B","Single-agency thematic funds",15733000
"Voluntary non-core (earmarked) contributions",2019,"UNODC","R03D","Local resources",73180000
"Voluntary non-core (earmarked) contributions",2019,"UNODC","R03E","Project/ programme specific contributions",296000000
"Voluntary non-core (earmarked) contributions",2019,"UNODC","R03F","In-kind earmarked contributions",1407000
"Voluntary non-core (earmarked) contributions",2019,"UNRWA","R03A","UN Inter-agency pooled funds",14486710
"Voluntary non-core (earmarked) contributions",2019,"UNRWA","R03E","Project/ programme specific contributions",326087642
"Voluntary non-core (earmarked) contributions",2019,"UNRWA","R03F","In-kind earmarked contributions",23614710
"Voluntary non-core (earmarked) contributions",2019,"UNSSC","R03E","Project/ programme specific contributions",9245263
"Voluntary non-core (earmarked) contributions",2019,"UNU","R03E","Project/ programme specific contributions",22010436
"Voluntary non-core (earmarked) contributions",2019,"UNWOMEN","R03A","UN Inter-agency pooled funds",47557055
"Voluntary non-core (earmarked) contributions",2019,"UNWOMEN","R03B","Single-agency thematic funds",41183365
"Voluntary non-core (earmarked) contributions",2019,"UNWOMEN","R03D","Local resources",3977683
"Voluntary non-core (earmarked) contributions",2019,"UNWOMEN","R03E","Project/ programme specific contributions",264712450
"Voluntary non-core (earmarked) contributions",2019,"UNWTO","R03E","Project/ programme specific contributions",1651536.33
"Voluntary non-core (earmarked) contributions",2019,"UNWTO","R03F","In-kind earmarked contributions",3471474.4
"Voluntary non-core (earmarked) contributions",2019,"UPU","R03E","Project/ programme specific contributions",18684052.31
"Voluntary non-core (earmarked) contributions",2019,"WFP","R03A","UN Inter-agency pooled funds",21350068.17
"Voluntary non-core (earmarked) contributions",2019,"WFP","R03C","Revenue from global vertical funds",11328853.44
"Voluntary non-core (earmarked) contributions",2019,"WFP","R03D","Local resources",88843076.7
"Voluntary non-core (earmarked) contributions",2019,"WFP","R03E","Project/ programme specific contributions",6849579024
"Voluntary non-core (earmarked) contributions",2019,"WFP","R03F","In-kind earmarked contributions",586104314.5
"Voluntary non-core (earmarked) contributions",2019,"WHO","R03A","UN Inter-agency pooled funds",226387296
"Voluntary non-core (earmarked) contributions",2019,"WHO","R03B","Single-agency thematic funds",794354397
"Voluntary non-core (earmarked) contributions",2019,"WHO","R03C","Revenue from global vertical funds",246284179
"Voluntary non-core (earmarked) contributions",2019,"WHO","R03D","Local resources",30680580
"Voluntary non-core (earmarked) contributions",2019,"WHO","R03E","Project/ programme specific contributions",1105766809
"Voluntary non-core (earmarked) contributions",2019,"WHO","R03F","In-kind earmarked contributions",85982324
"Voluntary non-core (earmarked) contributions",2019,"WIPO","R03E","Project/ programme specific contributions",11141815.85
"Voluntary non-core (earmarked) contributions",2019,"WMO","R03B","Single-agency thematic funds",3570256.41
"Voluntary non-core (earmarked) contributions",2019,"WMO","R03C","Revenue from global vertical funds",192820.51
"Voluntary non-core (earmarked) contributions",2019,"WMO","R03D","Local resources",1990769.23
"Voluntary non-core (earmarked) contributions",2019,"WMO","R03E","Project/ programme specific contributions",16375384.62
"Voluntary non-core (earmarked) contributions",2020,"CTBTO","R03E","Project/ programme specific contributions",2301052
"Voluntary non-core (earmarked) contributions",2020,"CTBTO","R03F","In-kind earmarked contributions",1782323
"Voluntary non-core (earmarked) contributions",2020,"DPKO","R03E","Project/ programme specific contributions",23650854.87
"Voluntary non-core (earmarked) contributions",2020,"DPKO","R03F","In-kind earmarked contributions",300626723.4
"Voluntary non-core (earmarked) contributions",2020,"FAO","R03A","UN Inter-agency pooled funds",31691865.34
"Voluntary non-core (earmarked) contributions",2020,"FAO","R03C","Revenue from global vertical funds",76142089.57
"Voluntary non-core (earmarked) contributions",2020,"FAO","R03D","Local resources",73141720.16
"Voluntary non-core (earmarked) contributions",2020,"FAO","R03E","Project/ programme specific contributions",1063658364
"Voluntary non-core (earmarked) contributions",2020,"IAEA","R03E","Project/ programme specific contributions",282632487.1
"Voluntary non-core (earmarked) contributions",2020,"IAEA","R03F","In-kind earmarked contributions",12760384.05
"Voluntary non-core (earmarked) contributions",2020,"IARC","R03E","Project/ programme specific contributions",18506033.13
"Voluntary non-core (earmarked) contributions",2020,"ICAO","R03D","Local resources",58641096.24
"Voluntary non-core (earmarked) contributions",2020,"ICAO","R03E","Project/ programme specific contributions",9345832.55
"Voluntary non-core (earmarked) contributions",2020,"ICC","R03E","Project/ programme specific contributions",1737758.28
"Voluntary non-core (earmarked) contributions",2020,"IFAD","R03B","Single-agency thematic funds",1145922.55
"Voluntary non-core (earmarked) contributions",2020,"IFAD","R03C","Revenue from global vertical funds",49931000
"Voluntary non-core (earmarked) contributions",2020,"IFAD","R03D","Local resources",8065000
"Voluntary non-core (earmarked) contributions",2020,"IFAD","R03E","Project/ programme specific contributions",128303272.5
"Voluntary non-core (earmarked) contributions",2020,"ILO","R03A","UN Inter-agency pooled funds",12172185.1
"Voluntary non-core (earmarked) contributions",2020,"ILO","R03B","Single-agency thematic funds",18452106.76
"Voluntary non-core (earmarked) contributions",2020,"ILO","R03D","Local resources",14423978.55
"Voluntary non-core (earmarked) contributions",2020,"ILO","R03E","Project/ programme specific contributions",254299581.8
"Voluntary non-core (earmarked) contributions",2020,"IMO","R03E","Project/ programme specific contributions",16527429.65
"Voluntary non-core (earmarked) contributions",2020,"IOM","R03A","UN Inter-agency pooled funds",103137998.1
"Voluntary non-core (earmarked) contributions",2020,"IOM","R03C","Revenue from global vertical funds",10413113.69
"Voluntary non-core (earmarked) contributions",2020,"IOM","R03D","Local resources",43875965.57
"Voluntary non-core (earmarked) contributions",2020,"IOM","R03E","Project/ programme specific contributions",1853410941
"Voluntary non-core (earmarked) contributions",2020,"IOM","R03F","In-kind earmarked contributions",5965810
"Voluntary non-core (earmarked) contributions",2020,"ITC","R03A","UN Inter-agency pooled funds",1990637
"Voluntary non-core (earmarked) contributions",2020,"ITC","R03E","Project/ programme specific contributions",66858485
"Voluntary non-core (earmarked) contributions",2020,"ITC","R03F","In-kind earmarked contributions",3110812
"Voluntary non-core (earmarked) contributions",2020,"ITLOS","R03E","Project/ programme specific contributions",502860.12
"Voluntary non-core (earmarked) contributions",2020,"ITU","R03E","Project/ programme specific contributions",12258339.75
"Voluntary non-core (earmarked) contributions",2020,"OPCW","R03E","Project/ programme specific contributions",19413099.39
"Voluntary non-core (earmarked) contributions",2020,"PAHO","R03C","Revenue from global vertical funds",3733000
"Voluntary non-core (earmarked) contributions",2020,"PAHO","R03D","Local resources",57672000
"Voluntary non-core (earmarked) contributions",2020,"PAHO","R03E","Project/ programme specific contributions",75408000
"Voluntary non-core (earmarked) contributions",2020,"UN","R03A","UN Inter-agency pooled funds",703326738.08
"Voluntary non-core (earmarked) contributions",2020,"UN","R03B","Single-agency thematic funds",58639615.21
"Voluntary non-core (earmarked) contributions",2020,"UN","R03E","Project/ programme specific contributions",1892582491.57
"Voluntary non-core (earmarked) contributions",2020,"UN","R03F","In-kind earmarked contributions",71965336.64
"Voluntary non-core (earmarked) contributions",2020,"UNAIDS","R03E","Project/ programme specific contributions",73932932
"Voluntary non-core (earmarked) contributions",2020,"UNAIDS","R03F","In-kind earmarked contributions",1829208
"Voluntary non-core (earmarked) contributions",2020,"UNCDF","R03A","UN Inter-agency pooled funds",15579779.31
"Voluntary non-core (earmarked) contributions",2020,"UNCDF","R03B","Single-agency thematic funds",1713802.84
"Voluntary non-core (earmarked) contributions",2020,"UNCDF","R03D","Local resources",12509120.95
"Voluntary non-core (earmarked) contributions",2020,"UNCDF","R03E","Project/ programme specific contributions",34581155.74
"Voluntary non-core (earmarked) contributions",2020,"UNCDF","R03F","In-kind earmarked contributions",466582.09
"Voluntary non-core (earmarked) contributions",2020,"UNDP","R03A","UN Inter-agency pooled funds",491938696.8
"Voluntary non-core (earmarked) contributions",2020,"UNDP","R03B","Single-agency thematic funds",376110513.2
"Voluntary non-core (earmarked) contributions",2020,"UNDP","R03C","Revenue from global vertical funds",1641852817
"Voluntary non-core (earmarked) contributions",2020,"UNDP","R03D","Local resources",1155320453
"Voluntary non-core (earmarked) contributions",2020,"UNDP","R03E","Project/ programme specific contributions",2020640662
"Voluntary non-core (earmarked) contributions",2020,"UNDP","R03F","In-kind earmarked contributions",96144.93
"Voluntary non-core (earmarked) contributions",2020,"UNEP","R03A","UN Inter-agency pooled funds",10429241.14
"Voluntary non-core (earmarked) contributions",2020,"UNEP","R03C","Revenue from global vertical funds",282193252.99
"Voluntary non-core (earmarked) contributions",2020,"UNEP","R03E","Project/ programme specific contributions",145413038.96
"Voluntary non-core (earmarked) contributions",2020,"UNESCO","R03A","UN Inter-agency pooled funds",14051835
"Voluntary non-core (earmarked) contributions",2020,"UNESCO","R03C","Revenue from global vertical funds",39336262
"Voluntary non-core (earmarked) contributions",2020,"UNESCO","R03D","Local resources",37622565
"Voluntary non-core (earmarked) contributions",2020,"UNESCO","R03E","Project/ programme specific contributions",242072495
"Voluntary non-core (earmarked) contributions",2020,"UNESCO","R03F","In-kind earmarked contributions",12693902
"Voluntary non-core (earmarked) contributions",2020,"UNFCCC","R03E","Project/ programme specific contributions",17195213
"Voluntary non-core (earmarked) contributions",2020,"UNFPA","R03A","UN Inter-agency pooled funds",231174823.3
"Voluntary non-core (earmarked) contributions",2020,"UNFPA","R03B","Single-agency thematic funds",187732992.1
"Voluntary non-core (earmarked) contributions",2020,"UNFPA","R03D","Local resources",34402272.39
"Voluntary non-core (earmarked) contributions",2020,"UNFPA","R03E","Project/ programme specific contributions",397445630
"Voluntary non-core (earmarked) contributions",2020,"UNFPA","R03F","In-kind earmarked contributions",577075.17
"Voluntary non-core (earmarked) contributions",2020,"UNHABITAT","R03A","UN Inter-agency pooled funds",6707956.32
"Voluntary non-core (earmarked) contributions",2020,"UNHABITAT","R03B","Single-agency thematic funds",12078538.03
"Voluntary non-core (earmarked) contributions",2020,"UNHABITAT","R03E","Project/ programme specific contributions",138858739.99
"Voluntary non-core (earmarked) contributions",2020,"UNHCR","R03A","UN Inter-agency pooled funds",136719315.3
"Voluntary non-core (earmarked) contributions",2020,"UNHCR","R03E","Project/ programme specific contributions",4063930101
"Voluntary non-core (earmarked) contributions",2020,"UNHCR","R03F","In-kind earmarked contributions",94985074.69
"Voluntary non-core (earmarked) contributions",2020,"UNICEF","R03A","UN Inter-agency pooled funds",447506823.5
"Voluntary non-core (earmarked) contributions",2020,"UNICEF","R03B","Single-agency thematic funds",441143263.1
"Voluntary non-core (earmarked) contributions",2020,"UNICEF","R03C","Revenue from global vertical funds",677718251.8
"Voluntary non-core (earmarked) contributions",2020,"UNICEF","R03D","Local resources",328698967.7
"Voluntary non-core (earmarked) contributions",2020,"UNICEF","R03E","Project/ programme specific contributions",4139833423
"Voluntary non-core (earmarked) contributions",2020,"UNICEF","R03F","In-kind earmarked contributions",86020972.4
"Voluntary non-core (earmarked) contributions",2020,"UNIDO","R03A","UN Inter-agency pooled funds",5382563.2
"Voluntary non-core (earmarked) contributions",2020,"UNIDO","R03B","Single-agency thematic funds",122514.05
"Voluntary non-core (earmarked) contributions",2020,"UNIDO","R03C","Revenue from global vertical funds",40732183.37
"Voluntary non-core (earmarked) contributions",2020,"UNIDO","R03E","Project/ programme specific contributions",105472021.6
"Voluntary non-core (earmarked) contributions",2020,"UNITAID","R03C","Revenue from global vertical funds",64405000
"Voluntary non-core (earmarked) contributions",2020,"UNITAR","R03A","UN Inter-agency pooled funds",1317705
"Voluntary non-core (earmarked) contributions",2020,"UNITAR","R03E","Project/ programme specific contributions",30381397.23
"Voluntary non-core (earmarked) contributions",2020,"UNITAR","R03F","In-kind earmarked contributions",1520396.5
"Voluntary non-core (earmarked) contributions",2020,"UNODC","R03A","UN Inter-agency pooled funds",10512807
